laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros
11138,Samsung,Notebook 9,Ultrabook,15.014537693453256,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,1869.2400161685741
11139,MSI,GT73EVR 7RE,Gaming,17.278052787356195,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.14kg,2065.5889224506154
11140,Dell,Vostro 5471,Ultrabook,13.759992523298846,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.7kg,838.9250688269625
11141,Acer,Aspire 3,Notebook,15.417152940666506,1366x768,AMD A9-Series 9420 3GHz,4GB,500GB HDD,AMD Radeon R5,Windows 10,2.1kg,416.0241312498216
11142,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,14.134469801347846,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia GeForce GTX 1050M,Windows 10,2kg,1627.5625641937404
11143,HP,Stream 11-Y000na,Netbook,10.975138525269784,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17kg,209.12010460831019
11144,Dell,Inspiron 3567,Notebook,16.457270148645694,1366x768,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.3kg,383.14410660852894
11145,Dell,Vostro 3568,Notebook,15.200977230897388,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.18kg,546.5814570501091
11146,Lenovo,IdeaPad 300-17ISK,Notebook,16.993583322051276,1600x900,Intel Core i5 6200U 2.3GHz,8GB,1.0TB HDD,AMD Radeon R5 M330,Windows 10,3.0kg,592.5215640155574
11147,Dell,Latitude 3580,Notebook,15.358072636482916,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.95kg,737.3072123313422
11148,Dell,XPS 13,Ultrabook,13.789097124381664,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,1652.7426536296427
11149,Lenovo,Legion Y520-15IKBN,Gaming,15.72681546290573,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,805.2910106388711
11150,Lenovo,B51-80 (i5-6200U/8GB/1008GB/Radeon,Notebook,16.018140398387352,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1.0TB Hybrid,AMD Radeon R5 M330,Windows 10,2.5kg,922.6309323683762
11151,MSI,GL72M 7RDX,Gaming,16.64676124963287,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7kg,993.4310172302236
11152,HP,EliteBook 850,Notebook,16.393627765001412,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,AMD Radeon R7 M465,Windows 10,1.84kg,1591.6400391631153
11153,HP,15-cd005nv (A9-9420/6GB/256GB/Radeon,Notebook,16.39149361115696,IPS Panel Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6GB,256GB SSD,AMD Radeon 530,Windows 10,1.95kg,549.7861031789158
11154,Toshiba,Tecra A50-C-1ZV,Notebook,14.17297091982373,1366x768,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.2kg,1257.8306257334395
11155,Google,Pixelbook (Core,Ultrabook,11.44824401382661,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,Intel HD Graphics 615,Chrome OS,1.1kg,1034.6011238928188
11156,HP,Probook 450,Notebook,14.142785417909,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.04kg,915.5713077337514
11157,Lenovo,ThinkPad X1,Ultrabook,15.107511867667283,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB Flash Storage,Intel HD Graphics 620,Windows 10,1.13kg,2042.1403437785334
11158,Acer,Aspire A515-51G,Notebook,15.203168935864161,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,500GB HDD,Nvidia GeForce 940MX,Windows 10,2.2kg,592.7018878440921
11159,Asus,Rog Strix,Gaming,17.34254419595415,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,16GB,256GB SSD +  1TB HDD,AMD Radeon RX 580,Windows 10,3.25kg,2306.725751629012
11160,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,14.411649390291537,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,AMD Radeon R7 M460,Windows 10,2.08kg,823.5349932156928
11161,Dell,Inspiron 7567,Gaming,15.31640571356741,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,1750.4221749675248
11162,Lenovo,IdeaPad 320-15IAP,Notebook,14.08698808721979,Full HD 1920x1080,Intel Pentium Quad Core N4200 1.1GHz,4GB,128GB SSD,Intel HD Graphics 505,Windows 10,2.2kg,364.74958612783246
11163,HP,EliteBook 840,Notebook,12.660215837363998,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.54kg,993.8476063761358
11164,HP,EliteBook 1040,Notebook,14.246489067552774,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.43kg,2661.8381796987323
11165,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.622251055923233,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8GB,256GB SSD,Intel HD Graphics 540,Windows 10,1.3kg,1152.7803126465792
11166,Dell,Inspiron 3576,Notebook,15.63035897890718,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,AMD Radeon 520,Windows 10,2.13kg,654.3572801108277
11167,Acer,Aspire A517-51G,Notebook,15.975032242503955,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows 10,3kg,882.2237034139979
11168,Lenovo,V110-15IAP (N3350/4GB/1TB/No,Notebook,16.49921348115859,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,No OS,1.9kg,221.86001236172135
11169,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.486599845607179,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,2kg,1259.252074653054
11170,MSI,GS63VR 7RF,Gaming,14.149622115778767,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,1.8kg,2152.1824870196297
11171,Lenovo,B51-80 (i5-6200U/8GB/1TB/Radeon,Notebook,14.360017064521694,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,1TB HDD,AMD Radeon R5 M330,No OS,2.32kg,482.3486228837345
11172,HP,ProBook 450,Notebook,14.739993071668998,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows 10,2.04kg,829.0999158561301
11173,HP,Omen -,Gaming,17.28241433468868,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.35kg,1040.2587467870167
11174,Samsung,Notebook 9,Ultrabook,14.116802556542272,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Nvidia GeForce 940MX,Windows 10,1.23kg,2069.3786971943055
11175,Dell,Inspiron 5579,2 in 1 Convertible,15.966885347095246,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows 10,2kg,1518.1275902316063
11176,Asus,Rog G752VS-BA171T,Gaming,19.02695399098372,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.3kg,2311.484084548531
11177,Dell,Inspiron 3567,Notebook,16.899932158884823,1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,2.3kg,925.1228564971711
11178,Asus,ROG Strix,Gaming,16.503660242487097,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.9kg,1641.1886238465515
11179,Asus,ZenBook UX305CA-UBM1,Ultrabook,13.813394983954176,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,1.2kg,786.631203803576
11180,HP,ProBook 450,Notebook,16.69099779010515,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.04kg,718.7347349757779
11181,Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,16.065065444156723,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,1123.155367493664
11182,HP,Pavilion 15-CK000nv,Ultrabook,15.219441133331818,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 940MX,Windows 10,1.83kg,768.3394551156142
11183,Dell,Inspiron 3567,Notebook,16.761464805610764,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R5 M430,Linux,2.2kg,720.7568917281446
11184,Lenovo,ThinkPad T470s,Ultrabook,15.213585819001676,2560x1440,Intel Core i7 7500U 2.7GHz,24GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.32kg,2632.905284255766
11185,Lenovo,Thinkpad T570,Notebook,14.492628738913943,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 630,Windows 10,1.95kg,1060.8658127737622
11186,HP,250 G6,Notebook,17.1446009934205,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.86kg,559.5702884660566
11187,HP,Probook 650,Notebook,15.247762321566213,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,2.31kg,1155.063604709344
11188,Dell,Vostro 5568,Notebook,15.954791484372059,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8GB,256GB SSD,AMD Radeon R5 M420X,Windows 10,2kg,758.5640835943645
11189,Asus,Rog G701VIK-BA060T,Gaming,17.66388478412171,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16GB,256GB SSD,Nvidia GeForce GTX 1080,Windows 10,3.6kg,3122.4886409723795
11190,Lenovo,ThinkPad X1,2 in 1 Convertible,15.091188097675433,IPS Panel Touchscreen 2560x1440,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.36kg,1678.6537779912514
11191,Lenovo,V110-15ISK (i3-6006U/4GB/1TB/No,Notebook,14.155930579929771,1366x768,Intel Core i3 6006U 2.0GHz,4GB,1TB HDD,Intel HD Graphics 520,No OS,1.9kg,393.57163223961555
11192,Dell,XPS 13,Ultrabook,12.22174080000606,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.2kg,1294.3898046600889
11193,Dell,Inspiron 3567,Notebook,14.990018391962765,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,2.2kg,606.3392852582434
11194,Dell,Precision 3520,Workstation,15.355904008745528,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia Quadro M620,Windows 10,2.23kg,1719.255538685659
11195,Lenovo,IdeaPad 320-17IKB,Notebook,17.655846332918525,1600x900,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79kg,578.074060349678
11196,HP,Spectre x360,Ultrabook,14.083743424433413,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,2235.721500503022
11197,MSI,GP62M 7RDX,Gaming,14.315251846347682,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,1176.0500896057401
11198,Dell,Inspiron 3576,Notebook,15.299022955855362,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Windows 10,2.13kg,826.736754268137
11199,Lenovo,IdeaPad 500-15ISK,Notebook,14.276154041336085,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16GB,1.0TB Hybrid,AMD Radeon R7 M360,Windows 10,2.5kg,1237.6382649458508
11200,Dell,Latitude 5580,Notebook,15.875281193332587,1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.93kg,902.0698795282551
11201,Asus,VivoBook Pro,Gaming,15.255429963964373,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99kg,1434.4905832349189
11202,HP,Elitebook 820,Netbook,13.377085310372841,1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 7,2.4kg,1293.1813007667392
11203,HP,250 G6,Ultrabook,14.574002399683133,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.84kg,737.5468251627823
11204,Asus,FX503VM-E4007T (i7-7700HQ/16GB/1TB,Gaming,14.436439409898428,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2kg,1423.2594744577216
11205,Dell,Inspiron 3567,Notebook,15.067157593761461,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,2.2kg,631.3980058059461
11206,Asus,Vivobook E200HA,Netbook,10.674206708294951,1366x768,Intel Atom x5-Z8350 1.44GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,0.98kg,221.8010597608185
11207,HP,250 G6,Notebook,14.07296586467565,1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.86kg,473.4464461425648
11208,HP,Spectre x360,Ultrabook,13.138665345658865,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.3kg,2308.3564471773498
11209,Lenovo,IdeaPad 320-15ISK,Notebook,15.641837873667308,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows 10,2.2kg,456.9343444521928
11210,Dell,Inspiron 5770,Notebook,16.674585216994718,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows 10,2.8kg,1184.4398493753524
11211,Dell,Latitude 5580,Notebook,15.092233203781369,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.9kg,1117.3140037469086
11212,Dell,Latitude 5480,Notebook,14.93771641105968,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,1449.4980942486382
11213,Dell,Inspiron 7567,Gaming,15.785304250930146,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,1290.0344110550284
11214,Asus,VivoBook Pro,Gaming,15.9716260758838,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,1.99kg,1101.569526045001
11215,Dell,Inspiron 5568,2 in 1 Convertible,14.273648137124392,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 6100U 2.3GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.08kg,738.5015086177995
11216,Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,16.779773190011202,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4GB,1TB HDD,Intel HD Graphics 500,Linux,2kg,284.2395235917945
11217,HP,EliteBook 820,Ultrabook,12.563583194178374,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.26kg,1509.068944799322
11218,Acer,Aspire 3,Notebook,17.043479730611015,1366x768,Intel Celeron Dual Core N3350 2GHz,4GB,500GB HDD,Intel HD Graphics 500,Windows 10,2.1kg,364.20075310676623
11219,Lenovo,ThinkPad P51,Workstation,15.588413512432622,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,512GB SSD,Nvidia Quadro M1200,Windows 10,2.67kg,1961.8946723212123
11220,HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,17.004586136042434,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4GB,1TB HDD,AMD Radeon 520,Windows 10,2.1kg,455.4318895186444
11221,Mediacom,FlexBook Edge,2 in 1 Convertible,11.084410329107213,IPS Panel Full HD / Touchscreen 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4GB,32GB SSD,Intel HD Graphics 500,Windows 10,1.16kg,342.1851088982835
11222,HP,ProBook 450,Notebook,16.654869521077455,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows 10,2.1kg,694.6549460168014
11223,Lenovo,Legion Y520-15IKBN,Gaming,16.370249275877374,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4kg,750.0516858445068
11224,Acer,Extensa EX2540-58KR,Notebook,15.91964247678513,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.4kg,606.131552344897
11225,Dell,Inspiron 7577,Gaming,15.285781219837991,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,2.65kg,1256.5876358741748
11226,Asus,Rog GL502VM-DS74,Gaming,16.653477404309076,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.1kg,1940.5606160360396
11227,Dell,Latitude 7480,Ultrabook,14.96612399896497,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,8GB,512GB SSD,Intel HD Graphics,Windows 10,1.36kg,1932.0335841234407
11228,HP,Elitebook 840,Notebook,14.952707079059635,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,1230.4414936297592
11229,HP,ProBook 440,Notebook,13.4048563340623,1366x768,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.64kg,999.7691325395771
11230,Asus,VivoBook Pro,Notebook,17.261102432921266,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 150MX,Windows 10,2.1kg,1109.3751675984363
11231,Dell,Inspiron 5368,2 in 1 Convertible,14.056271825147956,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.62kg,693.2149850332145
11232,HP,ProBook 640,Notebook,12.720180219863552,1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows 10,1.95kg,1166.1136749650998
11233,HP,Noteb Pav,Notebook,16.28784678484899,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows 10,1.91kg,1096.6032119858417
11234,Dell,Inspiron 3567,Notebook,16.43042448061977,1366x768,Intel Core i3 7100U 2.4GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows 10,2.3kg,397.58018957036063
11235,HP,Probook 640,Notebook,13.765161094948397,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows 7,1.95kg,1056.333012213491
11236,Samsung,Notebook 9,Ultrabook,12.910512896556991,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,Intel HD Graphics 620,Windows 10,0.81kg,1669.2322304825946
11237,MSI,GE63VR 7RE,Gaming,14.298776786002518,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.4kg,1737.904992634561
11238,Dell,XPS 13,Ultrabook,13.35928728273951,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.29kg,1436.0912002508212
11239,Dell,Inspiron 3567,Notebook,14.106264559656386,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,2.2kg,599.5797920136336
11240,Lenovo,ThinkPad X1,2 in 1 Convertible,12.841245444701327,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.42kg,2742.156570061439
11241,HP,ZBook 17,Workstation,16.514377316435,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia Quadro M2200,Windows 10,3.14kg,1870.4923033269847
11242,Toshiba,Tecra X40-D-10G,Notebook,12.951445011647497,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.25kg,1737.2088707321122
11243,Dell,Inspiron 5570,Notebook,16.022270057832987,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Linux,2.02kg,1204.603729647153
11244,HP,EliteBook 820,Ultrabook,12.376893683490115,1366x768,Intel Core i5 6200U 2.3GHz,4GB,256GB SSD,Intel HD Graphics 520,Windows 10,1.26kg,1449.9809916244853
11245,HP,Stream 14-AX001nv,Notebook,13.945165928479199,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg,318.5222307354289
11246,Lenovo,ThinkPad E470,Notebook,15.18900631869468,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,1.87kg,866.6868888171456
11247,MSI,GE72VR Apache,Gaming,16.43572276242614,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7kg,1544.0197337082363
11248,Lenovo,Legion Y520-15IKBN,Gaming,14.606859718899425,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,256GB SSD,Nvidia GeForce GTX 1050M,No OS,2.4kg,773.7996883019534
11249,HP,EliteBook 840,Notebook,15.34104781751325,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.48kg,1408.7217513800645
11250,HP,ProBook 470,Notebook,18.971495287886427,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5kg,1035.7028770815105
11251,HP,Stream 14-AX001nv,Notebook,15.372131803868527,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44kg,240.86901621544237
11252,Dell,Inspiron 3552,Notebook,15.14584947599962,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2GB,500GB HDD,Intel HD Graphics,Windows 10,2.20kg,411.6304722583413
11253,Asus,ZenBook UX305CA-UBM1,Ultrabook,14.337467776393153,IPS Panel Full HD 1920x1080,Intel Core M 6Y30 0.9GHz,8GB,512GB SSD,Intel HD Graphics 515,Windows 10,1.2kg,661.613772471239
11254,Apple,"MacBook 12""",Ultrabook,12.437417307548502,IPS Panel Retina Display 2304x1440,Intel Core M 1.1GHz,8GB,256GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.920kg,1272.5670967968845
11255,Lenovo,ThinkPad L470,Notebook,13.15031616729894,1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows 10,2.02kg,1164.6880552094544
11256,Lenovo,IdeaPad 320-17ISK,Notebook,16.29076741752334,1600x900,Intel Core i3 6006U 2GHz,4GB,1TB HDD,Intel HD Graphics 520,Windows 10,2.8kg,481.84472700283897
11257,Acer,Predator G9-793,Gaming,18.621158245800743,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2kg,2326.9697948339585
11258,Lenovo,Thinkpad X270,Ultrabook,11.973178737592805,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.36kg,1803.838644525734
11259,HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,14.621947251336605,Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,1TB HDD,AMD Radeon R4,Windows 10,2.1kg,386.25835252264284
11260,Asus,ROG GL553VE-FY022,Gaming,14.571573683221942,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,1TB HDD,Nvidia GeForce GTX 1050 Ti,No OS,2.5kg,1053.0699401847723
11261,Lenovo,Thinkpad X1,Ultrabook,12.835613755940056,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16GB,1TB SSD,Intel HD Graphics 620,Windows 10,1.13kg,2672.5305944903503
11262,Dell,Latitude 5490,Ultrabook,13.3965264211211,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6kg,1116.98605468774
11263,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.561580112939987,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,512GB SSD,Intel HD Graphics 620,Windows 10,1.38kg,1461.1431709501107
11264,HP,250 G6,Notebook,16.145044891379662,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows 10,1.86kg,713.7212334984816
11265,Dell,Inspiron 3567,Notebook,15.104880980559631,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R5 M430,Windows 10,2.2kg,654.033635287203
